BatchNumber,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41
8444,4.998839,20.53988,29.30285,38.88294,5.000497,5.036708,23.13266,28.7,35.9,39.4,20.9,802.6666,2010.946,2108.705,789.4246,22.36291,25.1847,31.1513,34.80124,31.98723,140.6457,131.7421,4.998026,58.86018,25.29181,33.05801,5.083826,27.11863,7.491282,54.95351,4.998026,40,40,13,4.935226,11,4.939081,4.937282,5317.088,5098.01,6839.111328
8445,4.999668,19.6109,29.10992,39.81193,4.999668,5.045012,23.1387,28.7,36,39.4,20.9,802.6666,2027.167,2089.134,789.4246,21.85902,25.1847,31.31926,34.9692,32.15519,140.7449,131.4062,4.998764,59.02815,25.27937,32.40369,5.078957,26.81107,7.507241,54.95482,4.998764,40,40,13,4.937994,11,4.935483,4.933683,5309.676,5089.773,6839.111328
8446,5.000497,19.72276,27.3168,39.47633,4.999668,5.048703,23.13467,28.5,36.2,39.5,21,802.4009,2031.779,2055.265,804.7147,22.02698,25.01674,31.1513,35.13716,32.15519,140.8442,131.4062,4.998764,59.19611,25.13223,31.28102,5.081391,26.94063,7.472131,54.92872,4.998764,40,40,13,4.942607,11,4.942679,4.930984,5309.676,5098.01,6839.111328
8447,4.999668,19.62711,26.83528,38.13067,4.999668,5.060697,23.13251,28.2,36.2,39.6,21,792.0636,2040.166,2075.825,789.5587,22.02698,25.01674,31.31926,35.13716,32.30636,140.6457,131.5741,5.001717,58.86018,24.545,30.85857,5.094783,26.93934,7.526392,54.92872,5.001717,40,40,13,4.928768,11,4.948977,4.936382,5309.676,5089.773,6847.347656
8448,4.999668,20.28372,27.44488,37.95395,4.998839,5.054239,23.14477,28,36.1,39.6,21,801.736,2036.396,2123.944,789.5587,22.36291,25.01674,31.1513,34.9692,32.15519,140.6457,131.7421,5.000978,58.69222,24.87817,30.76989,5.088696,27.37373,7.497666,54.94177,5.000978,40,40,13,4.94353,11,4.950777,4.943579,5309.676,5081.537,6839.111328
8449,4.999668,20.31615,27.8129,38.43385,5.000497,5.048703,23.13234,27.7,35.9,39.6,21,801.3369,2036.736,2089.802,789.5587,22.36291,25.1847,31.1513,34.9692,32.15519,140.8442,131.7421,4.999502,58.69222,25.75171,30.91877,5.088696,27.38742,7.491282,54.96657,4.999502,40,40,13,4.938917,11,4.953475,4.948078,5309.676,5089.773,6830.875977
8450,5.000497,19.97892,27.23573,37.02497,5.000497,5.049625,23.13385,27.6,35.8,39.4,21,791.2752,2014.102,2123.265,789.5587,22.19494,25.01674,30.98333,34.80124,31.98723,140.6457,131.5741,5.001717,58.69222,25.10378,30.95114,5.089913,27.19637,7.494474,54.91567,5.001717,40,40,13,4.933381,11,4.953475,4.948078,5317.088,5098.01,6839.111328
8451,4.999668,18.87322,25.3129,35.83982,5.000497,5.043167,23.12851,27.6,35.8,39.4,21.1,801.2037,2039.345,2054.937,789.6927,22.19494,25.1847,31.1513,34.63327,31.98723,140.6457,131.2382,5.00024,58.52425,25.03432,31.85595,5.094783,27.22029,7.481707,54.95482,5.00024,40,40,13,4.934304,11,4.946278,4.971468,5325.324,5089.773,6830.875977
8452,4.999668,20.15564,27.94098,41.92607,4.999668,5.050548,23.12384,27.7,36,39.4,21.1,801.3369,2025.664,2040.393,789.6927,22.19494,25.1847,31.1513,34.63327,31.81926,140.7449,130.2472,4.999502,58.69222,25.44972,32.83698,5.083826,26.68974,7.456172,54.92872,4.999502,40,40,13,4.938917,11,4.938181,4.930984,5317.088,5089.773,6895.94043
8453,4.999668,20.20266,26.91634,40.93385,4.999668,5.067156,23.12449,27.9,36.2,39.5,21.1,801.603,2033.779,2104.166,789.6927,22.02698,25.01674,31.1513,34.63327,31.98723,140.6457,131.2382,5.000978,58.35629,25.63609,33.00998,5.152,27.65872,7.50405,54.96657,5.000978,40,40,13,4.942607,11,4.939081,4.930984,5317.088,5089.773,6904.176758
8454,4.999668,20.21887,29.19098,48.31874,4.999668,5.043167,23.12749,28.3,36.2,39.6,21.1,802.1351,2030.778,2055.594,789.6927,21.85902,25.01674,31.1513,34.80124,31.98723,140.5465,130.2472,5.001717,58.35629,25.18143,31.00469,5.088696,27.10406,7.481707,54.92872,5.001717,40,40,13,4.937072,11,4.939081,4.937282,5309.676,5098.01,6904.176758
8455,4.999668,20.26751,28.74189,49.23151,5.000497,5.050548,23.12903,28.6,36.1,39.6,21.1,802.5338,2030.45,2055.594,789.6927,21.85902,25.1847,30.81537,34.80124,31.98723,140.7449,129.4074,5.00024,58.35629,24.63816,31.61765,5.097218,26.9461,7.497666,54.91567,5.00024,40,40,13,4.926,11,4.94178,4.937282,5309.676,5081.537,6904.176758
8456,4.999668,19.88327,27.49189,45.41991,4.999668,5.054239,23.12092,28.7,35.9,39.5,21.1,802.6666,2038.679,2055.265,789.6927,21.85902,25.01674,30.81537,34.63327,31.98723,140.7449,129.9113,5.00024,57.8692,24.69641,32.71227,5.093565,27.19438,7.507241,54.90262,5.00024,40,40,13,4.936149,11,4.943579,4.939981,5309.676,5081.537,6912.412109
8457,4.999668,20.12322,26.61154,47.55026,4.998839,5.045012,23.12678,28.7,35.8,39.5,21.1,802.6666,2034.411,2137.586,789.6927,22.19494,25.01674,30.98333,34.80124,31.98723,140.5465,130.5831,4.999502,57.53327,24.12661,30.95959,5.091131,27.01198,7.510433,54.95352,4.999502,40,40,13,4.92969,11,4.956174,4.938181,5317.088,5081.537,6904.176758
8458,4.999668,19.8022,27.02821,48.03016,4.999668,5.04409,23.12913,28.5,35.9,39.4,21.1,812.2225,2031.294,2089.134,789.6927,22.19494,25.01674,30.98333,34.80124,31.98723,140.7449,130.5831,4.998764,58.69222,24.97016,33.24403,5.085043,26.84052,7.475323,54.91567,4.998764,40,40,13,4.930613,11,4.943579,4.924686,5309.676,5081.537,6895.94043
8459,4.999668,20.107,26.81907,48.11122,5.000497,5.052393,23.1246,28.3,36,39.4,21,811.9535,2033.122,2108.705,789.5587,22.36291,25.01674,30.98333,34.9692,31.98723,140.5465,130.7343,4.998764,59.19611,25.95419,32.04628,5.086261,26.95048,7.520009,54.90262,4.998764,40,40,13,4.949989,11,4.950777,4.937282,5309.676,5089.773,6895.94043
8460,4.999668,20.18645,29.09371,,4.999668,5.043167,23.26014,28.1,36.2,39.6,21.1,801.8691,2024.863,2089.802,789.6927,22.19494,24.84877,31.1513,34.9692,31.98723,140.7449,131.0702,5.000978,58.52425,25.17562,31.39704,5.081391,26.78246,7.494474,54.95352,5.000978,40,40,13,4.940763,11,4.938181,4.930084,5309.676,5081.537,6887.704102
8461,4.999668,19.43418,29.55901,,5.000497,5.045012,23.30633,27.8,36.2,39.6,21.2,801.47,2033.279,2109.379,847.423,22.02698,24.84877,30.81537,34.9692,31.98723,140.5465,131.2382,5.00024,58.35629,24.53729,32.99166,5.081391,27.01645,7.488091,54.96657,5.00024,40,40,13,4.934304,11,4.929185,4.931884,5309.676,5089.773,6871.232422
8462,5.000497,19.3061,28.51816,49.61576,4.999668,5.038554,23.4103,27.6,36.1,39.6,21.2,801.2037,2033.45,2075.493,789.8268,22.36291,25.01674,30.81537,34.9692,31.98723,140.6457,131.0702,5.00024,58.52425,24.68739,33.01978,5.088696,27.04008,7.494474,54.92741,5.00024,40,40,13,4.930613,11,4.939081,4.939081,5309.676,5081.537,6855.583984
8463,4.999668,19.45039,26.99578,47.82263,4.999668,5.051471,23.4145,27.5,35.9,39.6,21.2,770.9065,2044.598,2094.714,789.8268,22.19494,25.33587,30.81537,34.9692,31.98723,140.6457,130.9023,4.998764,58.35629,24.86499,31.96699,5.094783,26.90822,7.50405,54.91567,4.998764,40,40,13,4.935226,11,4.946278,4.942679,5309.676,5089.773,6862.996094
8464,4.999668,20.04377,26.38781,48.55869,4.999668,5.054239,23.41887,27.6,35.8,39.4,21.1,811.0107,2024.558,2089.134,789.6927,22.36291,25.1847,30.81537,34.9692,31.98723,140.6457,130.9023,4.999502,58.03716,24.52521,31.93587,5.088696,26.84541,7.478515,54.91567,4.999502,40,40,13,4.936149,11,4.942679,4.934583,5317.088,5081.537,6862.996094
8465,4.999668,19.72276,26.5629,47.69455,4.999668,5.050548,23.4182,27.9,35.9,39.4,21.1,791.6694,2027.341,2089.134,789.6927,22.36291,25.33587,30.98333,34.9692,31.98723,140.5465,130.9023,4.998026,58.35629,25.66971,32.55183,5.087479,26.96823,7.516817,54.91567,4.998026,40,40,13,4.936149,11,4.949877,4.931884,5317.088,5089.773,6855.583984
8466,4.999668,20.28372,29.22341,49.64818,5.000497,5.038554,23.41249,28.2,35.9,39.4,21.1,831.1046,2051.44,2074.83,789.6927,22.36291,25.33587,31.1513,34.9692,31.98723,140.8442,130.4152,5.00024,58.03716,24.8676,33.23787,5.078957,27.29565,7.488091,54.91567,5.00024,40,40,13,4.934304,11,4.939081,4.937282,5317.088,5081.537,6855.583984
8467,4.998839,20.37938,28.67866,49.55253,4.999668,5.053316,23.4402,28.5,36.1,39.5,21.1,792.4575,2013.111,2075.162,789.6927,22.19494,25.1847,31.1513,34.9692,31.98723,140.7449,130.7343,5.000978,58.69222,25.73042,32.91238,5.088696,26.77228,7.494474,54.95352,5.000978,40,40,13,4.949989,11,4.935483,4.935483,5325.324,5081.537,6879.46875
8468,4.999668,20.61933,29.22341,48.20687,5.000497,5.040399,23.46456,28.7,36.1,39.6,21.1,841.2783,2052.103,2142.729,804.8514,22.51408,25.50383,31.1513,34.9692,31.98723,140.7449,131.2382,5.00024,58.03716,24.83492,30.5656,5.086261,26.8469,7.50405,54.95352,5.00024,40,40,13,4.946298,11,4.942679,4.944479,5317.088,5089.773,6839.111328
8469,4.999668,20.33074,28.72568,49.1845,4.999668,5.04409,23.46288,28.7,36.1,39.6,21.1,802.6666,2017.548,2109.379,789.6927,22.51408,25.1847,31.1513,34.9692,31.98723,140.6457,131.0702,4.998764,58.35629,24.19823,33.01295,5.086261,26.77079,7.507241,54.94047,4.998764,40,40,13,4.93984,11,4.934583,4.928285,5309.676,5081.537,6855.583984
8470,4.999668,20.29993,27.61997,48.62354,4.999668,5.053316,23.47228,28.6,36,39.6,21.1,802.5338,2026.165,2055.594,789.6927,22.36291,25.33587,31.1513,34.9692,31.98723,140.7449,130.7343,5.000978,58.35629,24.85426,30.09343,5.091131,27.18649,7.472131,54.94177,5.000978,40,40,13,4.925077,11,4.939981,4.928285,5317.088,5081.537,6855.583984
8471,4.999668,19.67412,27.23573,48.20687,4.998839,5.049625,23.48505,28.3,35.9,39.5,21.2,802.1351,2020.869,2085.039,789.8268,22.36291,25.1847,30.81537,34.9692,31.98723,140.5465,130.9023,5.002455,58.35629,25.12362,33.10112,5.085043,27.29316,7.516817,54.92872,5.002455,40,40,13,4.935226,11,4.943579,4.926486,5309.676,5081.537,6847.347656
8472,4.999668,19.41796,27.74805,47.83884,4.999668,5.051471,23.53678,28.1,35.8,39.4,21.2,811.6843,2032.964,2103.829,789.8268,22.68204,25.1847,30.98333,34.9692,31.98723,140.6457,130.9023,5.000978,58.35629,25.23662,33.31317,5.089913,27.18156,7.494474,54.92872,5.000978,40,40,13,4.937072,11,4.945378,4.937282,5317.088,5089.773,6847.347656
8473,4.999668,19.52983,28.05285,48.35117,4.999668,5.041322,23.58448,27.8,35.9,39.4,21.2,801.47,2020.869,2108.705,789.8268,22.36291,25.1847,30.98333,34.80124,31.98723,140.6457,130.9023,5.00024,58.35629,25.79487,33.10287,5.083826,27.18078,7.510433,54.96657,5.00024,40,40,13,4.937072,11,4.939981,4.932784,5317.088,5089.773,6855.583984
8474,4.999668,21.06842,28.35765,49.23151,5.000497,5.060697,23.59859,27.6,36,39.4,21.2,811.0107,2021.196,2089.134,789.8268,22.51408,25.1847,30.81537,34.9692,31.98723,140.8442,130.9023,4.999502,58.69222,25.94443,33.62124,5.087479,26.9862,7.500858,54.94177,4.999502,40,40,13,4.917696,11,4.939081,4.922887,5317.088,5081.537,6839.111328
8475,4.999668,20.5561,29.68709,48.59111,5.000497,5.054239,23.60044,27.5,36.1,39.5,21.2,791.1437,2018.051,2075.162,789.8268,22.51408,25.1847,31.1513,34.9692,31.98723,140.6457,130.5831,5.000978,58.52425,24.75636,33.18194,5.082609,26.8786,7.500858,54.91567,5.000978,40,40,13,4.933381,11,4.936382,4.929185,5309.676,5081.537,6847.347656
8476,5.000497,19.73898,29.27043,47.80642,4.999668,5.042244,23.59893,27.6,36.1,39.6,21.2,801.2037,2035.398,2075.493,789.8268,22.51408,25.1847,31.1513,34.9692,31.98723,140.7449,130.2472,5.00024,59.19611,23.97252,30.31625,5.080174,26.93507,7.497666,54.91567,5.00024,40,40,13,4.927845,11,4.937282,4.931884,5309.676,5081.537,6839.111328
8477,4.999668,20.05836,27.79669,48.15823,5.000497,5.032095,23.59573,27.8,36.1,39.5,21.1,801.47,2034.899,2104.166,742.362,22.51408,25.50383,30.98333,34.9692,31.98723,140.5465,130.2472,4.999502,59.19611,25.54171,33.38141,5.081391,27.16974,7.50405,54.91567,4.999502,40,40,13,4.927845,11,4.94178,4.933683,5301.439,5081.537,6839.111328
8478,4.999668,18.68191,25.58528,48.3998,4.999668,5.056084,23.6001,28.2,35.9,39.5,21.2,792.0636,2037.683,2089.468,789.8268,22.68204,25.50383,30.98333,34.9692,31.98723,140.7449,130.4152,5.00024,58.69222,24.21597,30.24182,5.077739,27.40082,7.507241,54.92872,5.00024,40,40,13,4.950912,11,4.94178,4.939081,5309.676,5089.773,6830.875977
8479,4.999668,19.3061,26.43482,48.54248,4.999668,5.046857,23.60884,28.5,35.9,39.5,21.2,792.4575,2036.237,2075.162,789.8268,22.51408,25.33587,31.1513,34.9692,32.15519,140.6457,130.5831,5.000978,58.86018,24.4188,30.63893,5.080174,27.26002,7.50405,54.92872,5.000978,40,40,13,4.926923,11,4.950777,4.939981,5309.676,5081.537,6830.875977
8480,4.999668,20.26751,26.16245,47.83884,4.999668,5.045935,23.6085,28.8,35.8,39.5,21.1,802.7996,2022.049,2089.468,789.6927,22.36291,25.33587,30.98333,34.9692,32.30636,140.6457,130.5831,5.000978,58.18833,24.47584,30.44799,5.081391,27.2245,7.500858,54.94047,5.000978,40,40,13,4.937072,11,4.947178,4.94178,5309.676,5081.537,6822.639648
8481,5.000497,19.69034,28.50194,39.73249,4.998839,5.049625,23.61304,28.8,36,39.5,21.2,802.7996,2019.235,2142.387,789.8268,22.51408,25.50383,31.1513,34.9692,32.47432,140.7449,130.7343,5.003931,53.38457,21.57646,0.4715745,5.103304,26.43497,7.494474,54.92872,5.003931,40,40,13,4.895553,11,4.974167,4.950777,5309.676,5081.537,6822.639648
8482,4.999668,32.84371,27.60538,22.10927,5.000497,5.041322,23.62126,28.7,36.1,39.6,21.2,831.7934,2046.699,2104.502,789.8268,22.68204,25.50383,31.31926,34.9692,32.30636,140.8442,130.5831,5.000978,81.77043,24.75753,0.4744541,5.106956,26.95237,7.491282,55.01878,5.000978,40,40,13,4.997966,10.8,5.000257,4.99306,27054.51,21675.54,6830.875977
8483,4.999668,31.33755,35.95168,22.91018,4.998839,5.041322,23.63168,28.4,36.1,39.6,21.2,858.5843,2033.45,2128.293,789.8268,22.68204,25.50383,31.1513,34.9692,32.47432,140.7449,130.5831,5.000978,82.59345,24.20744,0.470464,5.108174,27.07378,7.50405,54.95483,5.000978,40,40,13,4.996121,10.1,4.999358,4.999358,27062.75,21675.54,19558.87891
8484,1.999038,41.07814,44.69844,33.88456,1.999867,0,23.02231,27.7,35.9,39.5,20.2,857.5878,2064.614,2109.042,788.4849,21.35513,26.51161,28.98457,24.18593,21.69105,140.6457,133.069,0,37.78074,25.19636,31.56348,0.06695652,27.23769,0,55.00572,0,40,40,13,0.002767934,1.3,0,0,27070.99,21667.31,19567.11328
8485,4.999668,,49.90434,36.36835,5.000497,5.045935,23.02709,27.6,35.8,39.4,20.2,857.4453,2057.927,2074.83,788.4849,21.69105,28.49358,32.81414,31.97944,21.69105,140.6457,133.7241,5.002455,60.85896,24.37091,31.41968,5.104522,23.31722,7.491282,54.91567,5.002455,40,40,13,4.967519,11,5.001157,5.000257,27062.75,21683.78,19575.35156
8486,4.999668,18.03988,,45.61122,4.998839,5.045012,23.01907,27.5,35.8,39.4,20.1,830.2774,2051.108,2089.134,788.3505,21.69105,28.82951,32.64618,32.31537,21.69105,140.4473,133.237,5.000978,60.52303,24.91687,31.74426,5.068,27.13072,7.50405,54.95482,5.000978,40,40,13,4.940763,11,4.948977,5.001157,5309.676,5016.473,19567.11328
8487,4.999668,20.18645,26.91634,34.92542,5.000497,5.051471,23.02048,27.7,35.9,39.4,20.1,830.4153,2047.526,2089.134,788.3505,21.85902,28.66154,33.30124,33.64228,21.69105,140.5465,133.069,5.001717,60.1871,24.80106,31.41045,5.104522,26.84521,7.497666,54.94177,5.001717,40,40,13,4.935226,11,4.955275,4.960672,5301.439,5024.709,6912.412109
8488,4.999668,20.7166,28.37386,39.34825,4.999668,5.063465,23.02048,27.9,36,39.4,20.1,821.1096,2053.256,2074.83,788.3505,21.85902,28.82951,32.47821,33.47432,21.85902,140.1595,133.069,5.001717,60.1871,24.9701,32.34512,5.087479,27.03133,7.526392,54.94177,5.001717,40,40,13,4.942607,11,4.942679,4.953475,5301.439,5024.709,6912.412109
8489,4.999668,19.85084,27.79669,37.23249,5.000497,5.06162,23.02137,28.3,36.1,39.6,20.1,792.1949,2068.673,2109.379,788.3505,21.52309,26.17568,33.97309,33.47432,21.85902,140.3481,132.7331,4.999502,59.19611,24.92465,32.39569,5.081391,26.98366,7.50405,54.94177,4.999502,40,40,13,4.949989,11,4.94088,4.944479,5301.439,5016.473,6904.176758
8490,4.999668,19.99514,27.86154,36.19163,4.999668,5.053316,23.02442,28.5,35.9,39.5,20,858.7265,2060.232,2089.468,788.2162,21.69105,25.67179,32.98211,37.95895,31.98723,140.2488,132.5651,4.998026,59.85117,25.18846,31.55765,5.082609,26.86367,7.491282,54.95482,4.998026,40,40,13,4.944453,11,4.943579,4.942679,5317.088,5032.944,6904.176758
8491,4.999668,19.12938,26.03437,35.47017,4.999668,5.045935,23.02592,28.6,35.7,39.3,19.9,831.6556,2052.26,2074.498,788.0819,21.85902,25.67179,32.31025,37.30389,32.30636,140.5465,132.2292,5.00024,59.19611,25.16621,32.34066,5.082609,27.04871,7.497666,54.94177,5.00024,40,40,13,4.944453,11,4.948977,4.939081,5309.676,5032.944,6912.412109
8492,4.999668,18.76135,29.35149,35.40694,4.999668,5.045935,23.01633,28.5,35.6,39.3,19.9,840.9996,2063.612,2108.368,788.0819,21.69105,25.67179,31.97432,37.13593,32.64228,140.5465,132.078,5.000978,58.69222,24.3376,32.07825,5.077739,27.04343,7.523201,54.94177,5.000978,40,40,13,4.949066,11,4.943579,4.936382,5301.439,5016.473,6904.176758
8493,4.999668,20.94034,28.51816,33.83593,4.999668,5.049625,23.00806,28.3,35.6,39.2,19.9,858.2997,2066.02,2093.375,788.0819,21.69105,25.50383,31.80636,36.46407,32.64228,140.6457,131.9101,5.001717,59.02815,24.96549,31.09497,5.094783,27.14334,7.500858,54.94177,5.001717,40,40,13,4.941685,11,4.948078,4.943579,5301.439,5024.709,6904.176758
8494,5.000497,20.20266,29.46336,35.43774,4.999668,5.029327,23.00408,28,35.8,39.3,19.8,830.829,2045.26,2088.8,787.9475,21.85902,25.67179,31.80636,36.29611,32.81025,140.5465,131.4062,4.999502,59.85117,25.05724,32.39586,5.080174,27.26598,7.516817,54.94177,4.999502,40,40,13,4.918619,11,4.94088,4.94178,5317.088,5032.944,6904.176758
8495,4.999668,21.11706,29.0629,34.62224,4.999668,5.045935,23.03519,27.8,36.1,39.4,19.8,857.7302,2038.341,2089.134,787.9475,21.52309,25.67179,31.65519,36.29611,32.64228,140.8442,130.4152,5.00024,59.53204,24.55813,32.31606,5.085043,27.33479,7.491282,54.92872,5.00024,40,40,13,4.93984,11,4.936382,4.946278,5301.439,5016.473,6912.412109
8496,5.000497,19.97892,28.88619,35.63067,4.998839,5.063465,23.0642,27.6,36.2,39.6,19.8,857.4453,2050.948,2060.587,803.0726,21.85902,25.50383,31.65519,36.12815,32.81025,140.4473,129.4074,4.999502,59.36407,25.13604,31.66394,5.092348,26.93274,7.488091,54.94177,4.999502,40,40,13,4.946298,11,4.942679,4.946278,5309.676,5016.473,6904.176758
8497,5.000497,20.21887,27.09144,34.4131,4.999668,5.049625,23.03858,27.4,36.1,39.6,19.7,830.1394,2045.259,2075.493,817.7785,21.85902,25.1847,31.31926,35.97698,32.64228,140.8442,129.9113,5.000978,59.85117,25.12983,31.68819,5.096,26.66708,7.510433,54.94177,5.000978,40,40,13,4.944453,11,4.948977,4.950777,5309.676,5024.709,6904.176758
8498,4.999668,19.14559,27.12386,35.32587,5.000497,5.038554,23.03443,27.6,35.8,39.5,19.8,791.2752,2034.91,2123.604,772.5262,21.85902,25.50383,31.31926,35.64105,32.64228,140.5465,130.5831,5.00024,59.53204,25.1954,32.28706,5.096,26.55561,7.488091,54.94177,5.00024,40,40,13,4.942607,11,4.952576,4.948078,5317.088,5024.709,6904.176758
8499,4.999668,19.01751,27.3476,35.98249,4.999668,5.045935,23.02807,27.8,35.7,39.4,19.7,830.5532,2037.023,2089.134,787.813,21.85902,25.33587,31.48723,35.47309,32.47432,140.8442,130.4152,5.000978,59.19611,25.20378,32.13977,5.089913,26.84922,7.513625,54.94177,5.000978,40,40,13,4.949066,11,4.948078,4.939081,5309.676,5016.473,6904.176758
8500,4.999668,18.71271,28.19715,35.98249,4.999668,5.046857,23.03237,28.1,35.8,39.3,19.8,762.3834,2036.905,2108.368,787.9475,21.69105,25.67179,31.48723,35.47309,32.47432,140.5465,130.7343,4.999502,58.69222,25.20308,32.04748,5.081391,27.29874,7.507241,54.96657,4.999502,40,40,13,4.941685,11,4.94178,4.936382,5317.088,5048.593,6904.176758
8501,4.999668,20.07458,28.262,34.81355,4.999668,5.057929,23.02637,28.4,35.9,39.4,19.8,772.0588,2025.838,2089.134,740.7213,22.02698,25.67179,31.31926,35.47309,32.47432,140.6457,131.0702,5.00024,58.69222,24.86349,31.7432,5.083826,27.27795,7.491282,54.94177,5.00024,40,40,13,4.907547,11,4.944479,4.944479,5309.676,5032.944,6920.648438
8502,4.998839,20.39559,29.39851,37.2487,4.999668,5.051471,23.03781,28.7,36.1,39.5,19.8,802.6666,2017.094,2075.162,740.7213,21.69105,25.33587,31.31926,35.47309,32.64228,140.5465,130.7343,4.998764,58.86018,25.04802,31.67872,5.085043,27.30982,7.494474,54.94177,4.998764,40,40,13,4.926923,11,4.948078,4.948977,5317.088,5041.181,6912.412109
8503,5.000497,21.22892,28.50194,39.15532,4.998839,5.048703,23.04023,28.7,36.1,39.6,19.8,792.72,2039.338,2075.493,787.9475,21.85902,25.83976,31.31926,35.64105,32.47432,140.7449,131.2382,5.00024,58.86018,24.99616,31.50293,5.093565,26.8928,7.497666,54.95482,5.00024,40,40,13,4.940763,11,4.951676,4.952576,5325.324,5032.944,6912.412109
8504,4.999668,20.37938,27.89235,40.78956,5.000497,5.059774,23.16743,28.6,36.1,39.6,19.8,831.6556,2040.334,2089.802,787.9475,21.85902,25.67179,31.1513,35.47309,32.30636,140.6457,131.0702,4.999502,59.36407,24.8987,31.60812,5.083826,26.79103,7.510433,54.94177,4.999502,40,40,13,4.933381,11,4.94178,4.949877,5309.676,5032.944,6912.412109
8505,4.999668,19.57847,25.24968,43.15985,4.999668,5.046857,23.1686,28.4,35.9,39.5,19.8,792.3262,2037.683,2094.379,787.9475,22.02698,25.50383,31.1513,35.47309,32.30636,140.6457,130.9023,5.001717,58.86018,25.00894,31.63961,5.077739,26.79032,7.513625,54.92872,5.002455,40,40,13,4.940763,11,4.936382,4.937282,5301.439,5032.944,6912.412109
8506,4.999668,19.38554,26.67477,44.98703,4.999668,5.055161,23.16927,28.2,35.8,39.4,19.8,802.0021,2032.964,2074.83,740.7213,22.02698,25.33587,31.1513,35.47309,32.15519,140.4473,130.7343,5.001717,58.86018,24.82715,32.18859,5.092348,27.12339,7.500858,54.92872,5.001717,40,40,13,4.936149,11,4.934583,4.936382,5325.324,5032.944,6912.412109
8507,4.999668,19.48281,27.58917,44.90596,4.999668,5.053316,23.18019,27.8,35.8,39.3,19.7,791.5381,2038.847,2084.372,787.813,22.02698,25.1847,31.1513,35.47309,32.30636,140.8442,130.9023,5.00024,58.86018,24.87041,32.46285,5.081391,27.41748,7.494474,54.95351,5.00024,40,40,13,4.927845,11,4.934583,4.94178,5325.324,5032.944,6904.176758
8508,4.999668,19.8022,28.06907,43.20849,4.998839,5.050548,23.17146,27.6,35.9,39.3,19.7,801.2037,2022.878,2089.134,787.813,22.02698,25.1847,31.1513,35.30513,32.30636,140.5465,130.7343,5.000978,59.19611,24.77846,32.33749,5.074087,27.07484,7.488091,54.95482,5.000978,40,40,13,4.949989,11,4.946278,4.935483,5317.088,5032.944,6912.412109
8509,4.999668,20.2513,29.68709,42.08657,4.999668,5.039476,23.18657,27.5,36.1,39.5,19.7,801.0707,2046.699,2085.039,787.813,22.02698,25.1847,31.1513,35.64105,31.98723,140.8442,130.5831,4.998026,59.53204,25.19349,32.14042,5.080174,27.00501,7.50405,54.94177,4.998026,40,40,13,4.95737,11,4.953475,4.938181,5317.088,5032.944,6912.412109
8510,5.000497,20.47503,28.5976,43.5441,4.999668,5.045012,23.19178,27.6,36.2,39.6,19.7,791.2752,2037.224,2089.802,740.595,22.02698,25.50383,31.1513,35.47309,32.30636,140.6457,130.4152,5.00024,59.53204,24.93502,31.54432,5.087479,27.0875,7.500858,54.92872,5.00024,40,40,13,4.937994,11,4.948977,4.94178,5317.088,5041.181,6904.176758
8511,4.998839,20.39559,27.94098,44.37743,4.999668,5.053316,23.20757,27.8,36.1,39.6,19.7,811.2802,2043.768,2075.493,787.813,22.02698,25.50383,30.98333,35.47309,32.30636,140.8442,130.2472,5.00024,59.36407,24.61443,31.52675,5.087479,27.15883,7.513625,54.96657,5.00024,40,40,13,4.927845,11,4.937282,4.936382,5317.088,5032.944,6912.412109
8512,5.000497,20.12322,26.41861,46.06031,4.999668,5.049625,23.2116,28.1,35.9,39.6,19.8,801.8691,2041.168,2089.802,787.9475,21.85902,25.50383,31.1513,35.13716,32.30636,140.5465,129.9113,5.00024,59.36407,24.83122,31.46788,5.089913,27.15094,7.50405,54.97962,5.00024,40,40,13,4.940763,11,4.939981,4.938181,5317.088,5032.944,6912.412109
8513,4.999668,19.65791,27.30058,45.59501,5.000497,5.039476,23.23176,28.4,35.8,39.4,19.8,812.088,2045.707,2059.928,787.9475,21.69105,25.67179,31.1513,35.30513,32.30636,140.7449,129.7433,5.002455,59.53204,24.77458,31.9715,5.092348,27.10293,7.500858,54.95351,5.002455,40,40,13,4.921387,11,4.942679,4.94178,5317.088,5032.944,6904.176758
8514,4.999668,19.21044,27.76427,46.22081,4.999668,5.053316,23.23881,28.7,35.8,39.3,19.8,763.1418,2042.28,2045.093,740.7213,21.85902,25.50383,31.1513,35.30513,31.98723,140.5465,129.9113,5.00024,59.36407,25.32199,32.3711,5.088696,27.38719,7.488091,54.92872,5.00024,40,40,13,4.926,11,4.936382,4.929185,5317.088,5041.181,6912.412109
8515,4.999668,19.86706,28.83755,45.29183,4.999668,5.051471,23.26401,28.8,35.9,39.3,19.8,812.6261,2029.293,2054.608,740.7213,21.85902,25.50383,31.31926,35.30513,32.30636,140.6457,129.9113,5.001717,59.19611,25.13417,32.47568,5.088696,27.02279,7.500858,54.92872,5.001717,40,40,13,4.941685,11,4.939981,4.929185,5309.676,5024.709,6912.412109
